,predus,ispred,dockpred,annotated,rfscore
169_1KXP.A,0.314,0.97,1.0,1.0,1.0
170_1KXP.A,0.444,0.0,0.33050999999999997,0.0,0.6
171_1KXP.A,0.29,0.0,0.35845,0.0,0.0
172_1KXP.A,0.196,0.93,0.47758999999999996,0.0,0.4
173_1KXP.A,0.196,0.97,0.49823,1.0,0.8
174_1KXP.A,0.0,0.0,0.022369999999999998,0.0,0.0
175_1KXP.A,0.04,0.0,0.07362,0.0,0.0
176_1KXP.A,0.0,0.28,0.05996,0.0,0.0
177_1KXP.A,0.0,0.91,0.07072,0.0,1.0
178_1KXP.A,0.0,0.0,0.011770000000000001,0.0,0.0
179_1KXP.A,0.0,0.33,0.06051,0.0,0.0
180_1KXP.A,0.0,0.0,0.0041600000000000005,0.0,0.0
181_1KXP.A,0.0,0.0,0.00047000000000000004,0.0,0.0
182_1KXP.A,0.0,0.0,8e-05,0.0,0.0
183_1KXP.A,0.0,0.18,0.04348,0.0,0.0
184_1KXP.A,0.0,0.08,0.04278,0.0,0.0
185_1KXP.A,0.0,0.0,0.00039,0.0,0.0
186_1KXP.A,0.0,0.0,0.00016,0.0,0.0
187_1KXP.A,0.0,0.2,0.05934,0.0,0.0
188_1KXP.A,0.0,0.0,0.11192,0.0,0.0
189_1KXP.A,0.0,0.0,0.0,0.0,0.004193290734824281
190_1KXP.A,0.0,0.0,0.03281,0.0,0.0
191_1KXP.A,0.0,0.07,0.11560999999999999,0.0,0.8
192_1KXP.A,0.0,0.0,0.04105,0.0,0.0
193_1KXP.A,0.0,0.0,0.00039,0.0,0.0
194_1KXP.A,0.0,0.13,0.04537,0.0,0.0
195_1KXP.A,0.0,0.6,0.1288,0.0,0.0
196_1KXP.A,0.0,0.11,0.07605,0.0,0.0
197_1KXP.A,0.0,0.15,0.07134,0.0,0.9
198_1KXP.A,0.0,0.16,0.07189,0.0,0.1
199_1KXP.A,0.0,0.63,0.056979999999999996,0.0,0.0
200_1KXP.A,0.0,0.0,0.03508,0.0,0.0
201_1KXP.A,0.0,0.96,0.06758,0.0,0.0
202_1KXP.A,0.0,0.95,0.05981,0.0,0.9
203_1KXP.A,0.0,0.72,0.06491,0.0,0.0
204_1KXP.A,0.0,0.36,0.02166,0.0,0.0
205_1KXP.A,0.0,0.64,0.033280000000000004,0.0,0.0
206_1KXP.A,0.0,0.36,0.04144,0.0,0.0
207_1KXP.A,0.0,0.58,0.015780000000000002,0.0,0.1
208_1KXP.A,0.0,0.3,0.01146,0.0,0.0
209_1KXP.A,0.0,0.0,8e-05,0.0,0.0
210_1KXP.A,0.0,0.31,0.01217,0.0,0.0
211_1KXP.A,0.0,0.24,0.01899,0.0,0.0
212_1KXP.A,0.0,0.0,0.00016,0.0,0.0
213_1KXP.A,0.0,0.0,0.0051,0.0,0.0
214_1KXP.A,0.0,0.86,0.03712,0.0,0.9
215_1KXP.A,0.0,0.26,0.059570000000000005,0.0,1.0
216_1KXP.A,0.0,0.0,0.031,0.0,0.19999999999999998
217_1KXP.A,0.0,0.0,0.01939,0.0,0.0
218_1KXP.A,0.0,0.0,0.05251,0.0,0.0
219_1KXP.A,0.0,0.0,0.02229,0.0,0.0
220_1KXP.A,0.0,0.0,0.01884,0.0,0.0
221_1KXP.A,0.0,0.22,0.04191,0.0,0.0
222_1KXP.A,0.0,0.18,0.03069,0.0,0.0
223_1KXP.A,0.0,0.0,0.12228,0.0,0.0
224_1KXP.A,0.0,0.1,0.13115,0.0,0.0
225_1KXP.A,0.0,0.11,0.027469999999999998,0.0,0.0
226_1KXP.A,0.0,0.03,0.03477,0.0,0.0
227_1KXP.A,0.0,0.03,0.10712999999999999,0.0,0.0
228_1KXP.A,0.0,0.03,0.037360000000000004,0.0,0.0
229_1KXP.A,0.0,0.03,0.018680000000000002,0.0,0.0
230_1KXP.A,0.0,0.03,0.020880000000000003,0.0,0.0
231_1KXP.A,0.0,0.09,0.05525,0.0,0.0
232_1KXP.A,0.0,0.13,0.0354,0.0,0.0
233_1KXP.A,0.0,0.18,0.02355,0.0,0.0
234_1KXP.A,0.0,0.13,0.03249,0.0,0.1
235_1KXP.A,0.0,0.06,0.042230000000000004,0.0,0.0
236_1KXP.A,0.0,0.0,0.03344,0.0,0.0
237_1KXP.A,0.0,0.03,0.04427,0.0,0.0
238_1KXP.A,0.0,0.02,0.06538,0.0,0.0
239_1KXP.A,0.0,0.01,0.031160000000000004,0.0,0.0
240_1KXP.A,0.0,0.0,0.01546,0.0,0.0
241_1KXP.A,0.0,0.03,0.02708,0.0,0.0
242_1KXP.A,0.0,0.0,0.02998,0.0,0.0
243_1KXP.A,0.0,0.79,0.02582,0.0,0.1
244_1KXP.A,0.0,0.99,0.04937,0.0,0.0
245_1KXP.A,0.0,0.28,0.02669,0.0,0.0
246_1KXP.A,0.0,0.39,0.06561,0.0,0.0
247_1KXP.A,0.0,0.23,0.051410000000000004,0.0,0.0
248_1KXP.A,0.0,0.0,0.04364,0.0,0.0
249_1KXP.A,0.0,0.03,0.04584,0.0,0.0
250_1KXP.A,0.0,0.0,0.00086,0.0,0.0
251_1KXP.A,0.0,0.0,0.0044,0.0,0.0
252_1KXP.A,0.0,0.02,0.04215,0.0,0.0
253_1KXP.A,0.0,0.0,0.011770000000000001,0.0,0.0
254_1KXP.A,0.0,0.0,0.045439999999999994,0.0,0.0
255_1KXP.A,0.0,0.0,0.0011,0.0,0.0
256_1KXP.A,0.0,0.01,0.1102,0.0,0.0
257_1KXP.A,0.0,0.0,0.00023999999999999998,0.0,0.0
258_1KXP.A,0.0,0.0,0.0,0.0,0.004193290734824281
259_1KXP.A,0.0,0.0,0.01805,0.0,0.0
260_1KXP.A,0.0,0.0,0.00023999999999999998,0.0,0.0
261_1KXP.A,0.0,0.0,0.0,0.0,0.004193290734824281
262_1KXP.A,0.0,0.0,0.02056,0.0,0.0
263_1KXP.A,0.0,0.01,0.11538,0.0,0.0
264_1KXP.A,0.0,0.0,0.01374,0.0,0.0
265_1KXP.A,0.0,0.04,0.13971,0.0,0.0
266_1KXP.A,0.0,0.19,0.15069000000000002,0.0,0.0
267_1KXP.A,0.0,0.11,0.09324,0.0,0.0
268_1KXP.A,0.0,0.34,0.11946,0.0,0.0
269_1KXP.A,0.0,0.28,0.08068,0.0,0.0
270_1KXP.A,0.0,0.68,0.13255999999999998,0.0,0.0
271_1KXP.A,0.0,0.15,0.05934,0.0,0.0
272_1KXP.A,0.0,0.11,0.040260000000000004,0.0,0.0
273_1KXP.A,0.0,0.0,0.00942,0.0,0.0
274_1KXP.A,0.0,0.0,0.0,0.0,0.004193290734824281
275_1KXP.A,0.0,0.0,0.03673,0.0,0.0
276_1KXP.A,0.0,0.09,0.09379,0.0,0.0
277_1KXP.A,0.0,0.0,0.009890000000000001,0.0,0.0
278_1KXP.A,0.0,0.0,0.0,0.0,0.004193290734824281
279_1KXP.A,0.0,0.07,0.15203,1.0,0.0
280_1KXP.A,0.0,0.15,0.11239,1.0,0.0
281_1KXP.A,0.0,0.0,0.0010199999999999999,0.0,0.0
282_1KXP.A,0.0,0.0,0.0041600000000000005,0.0,0.0
283_1KXP.A,0.0,0.88,0.16804000000000002,1.0,0.8
284_1KXP.A,0.0,0.92,0.20438,1.0,0.8
285_1KXP.A,0.0,0.0,0.0963,0.0,0.0
286_1KXP.A,0.0,0.66,0.41928000000000004,1.0,0.0
287_1KXP.A,0.0,0.95,0.14261,1.0,0.0
288_1KXP.A,0.0,0.83,0.29119,1.0,0.1
289_1KXP.A,0.016,0.0,0.21058000000000002,0.0,0.0
290_1KXP.A,0.0,0.59,0.13814,1.0,0.0
291_1KXP.A,0.0,0.49,0.05549,1.0,0.0
292_1KXP.A,0.14400000000000002,0.11,0.04858,0.0,0.0
293_1KXP.A,0.0,0.0,0.00031,0.0,0.0
294_1KXP.A,0.0,0.0,0.03249,0.0,0.0
295_1KXP.A,0.0,0.04,0.00965,1.0,0.0
296_1KXP.A,0.0,0.0,0.013580000000000002,0.0,0.0
297_1KXP.A,0.0,0.0,0.00023999999999999998,0.0,0.0
298_1KXP.A,0.0,0.0,0.00157,0.0,0.0
299_1KXP.A,0.0,0.0,0.00063,0.0,0.0
300_1KXP.A,0.0,0.0,0.0,0.0,0.004193290734824281
301_1KXP.A,0.0,0.0,0.00016,0.0,0.0
302_1KXP.A,0.0,0.03,0.004,0.0,0.0
303_1KXP.A,0.0,0.0,0.00047000000000000004,0.0,0.0
304_1KXP.A,0.0,0.0,0.00055,0.0,0.0
305_1KXP.A,0.0,0.04,0.04654,0.0,0.0
306_1KXP.A,0.0,0.0,0.02417,0.0,0.0
307_1KXP.A,0.0,0.05,0.0715,0.0,0.0
308_1KXP.A,0.0,0.04,0.05486,0.0,0.0
309_1KXP.A,0.0,0.0,0.007690000000000001,0.0,0.0
310_1KXP.A,0.0,0.02,0.032260000000000004,0.0,0.0
311_1KXP.A,0.0,0.01,0.06656000000000001,0.0,0.0
312_1KXP.A,0.0,0.0,0.0153,0.0,0.0
313_1KXP.A,0.0,0.0,0.0,0.0,0.004193290734824281
314_1KXP.A,0.0,0.01,0.030139999999999997,0.0,0.0
315_1KXP.A,0.0,0.03,0.0259,0.0,0.0
316_1KXP.A,0.0,0.04,0.026369999999999998,0.0,0.0
317_1KXP.A,0.0,0.0,0.00023999999999999998,0.0,0.0
318_1KXP.A,0.0,0.03,0.04113,0.0,0.0
319_1KXP.A,0.0,0.1,0.09458,0.0,0.0
320_1KXP.A,0.0,0.93,0.13413,0.0,0.0
321_1KXP.A,0.0,0.0,0.09505,0.0,0.0
322_1KXP.A,0.0,0.95,0.11993,0.0,0.0
323_1KXP.A,0.0,0.98,0.09701,0.0,0.0
324_1KXP.A,0.0,0.97,0.06852000000000001,0.0,1.0
325_1KXP.A,0.0,0.78,0.04654,0.0,0.0
326_1KXP.A,0.0,0.25,0.04199,0.0,0.0
327_1KXP.A,0.0,0.0,0.01609,0.0,0.0
328_1KXP.A,0.0,0.05,0.04529,1.0,1.0
329_1KXP.A,0.0,0.0,0.02982,0.0,0.0
330_1KXP.A,0.0,0.03,0.035480000000000005,0.0,0.0
331_1KXP.A,0.0,0.07,0.042230000000000004,0.0,0.0
332_1KXP.A,0.0,0.19,0.0365,0.0,0.0
333_1KXP.A,0.0,0.48,0.08012999999999999,0.0,0.0
334_1KXP.A,0.0,0.11,0.061610000000000005,0.0,0.0
335_1KXP.A,0.0,0.0,0.03924,0.0,0.0
336_1KXP.A,0.0,0.07,0.04113,0.0,0.0
337_1KXP.A,0.0,0.21,0.0423,0.0,0.0
338_1KXP.A,0.0,0.0,0.00196,0.0,0.0
339_1KXP.A,0.0,0.0,0.0,0.0,0.004193290734824281
340_1KXP.A,0.0,0.0,0.0010199999999999999,0.0,0.0
341_1KXP.A,0.0,0.0,0.01554,0.0,0.0
342_1KXP.A,0.0,0.0,0.00636,0.0,0.0
343_1KXP.A,0.0,0.0,0.00039,0.0,0.0
344_1KXP.A,0.0,0.0,0.00793,0.0,0.0
345_1KXP.A,0.18899999999999997,0.55,0.05368,0.0,0.1
346_1KXP.A,0.203,0.0,0.24911999999999998,0.0,0.2
347_1KXP.A,0.0,0.0,0.0041600000000000005,0.0,0.0
348_1KXP.A,0.14400000000000002,0.84,0.036969999999999996,0.0,0.0
349_1KXP.A,0.27899999999999997,0.91,0.13068,0.0,0.7
350_1KXP.A,0.3,0.95,0.10148,0.0,0.1
351_1KXP.A,0.312,0.96,0.38788,1.0,0.1
352_1KXP.A,0.0,0.0,0.31614000000000003,0.0,0.0
353_1KXP.A,0.1,0.97,0.05565,0.0,0.7
354_1KXP.A,0.444,0.94,0.66157,0.0,0.1
355_1KXP.A,1.0,0.73,0.8109999999999999,0.0,0.2
356_1KXP.A,0.14300000000000002,0.0,0.17087,0.0,0.2
357_1KXP.A,0.213,0.2,0.32556,0.0,0.3
358_1KXP.A,0.042,0.04,0.047330000000000004,0.0,0.0
359_1KXP.A,0.023,0.05,0.00856,0.0,0.0
360_1KXP.A,0.023,0.05,0.0737,0.0,0.0
361_1KXP.A,0.127,0.04,0.35908,0.0,0.0
362_1KXP.A,0.023,0.03,0.07935,0.0,0.0
363_1KXP.A,0.0,0.02,0.02402,0.0,0.0
364_1KXP.A,0.0,0.02,0.16671,0.0,0.0
17_1KXP.D,0.368,0.26,0.08856,0.0,0.2
18_1KXP.D,0.616,0.61,0.0827,0.0,0.3
19_1KXP.D,0.652,0.73,0.10177,0.0,0.2
20_1KXP.D,0.41700000000000004,0.17,0.051739999999999994,0.0,0.0
21_1KXP.D,1.0,0.14,0.04343,0.0,0.4
22_1KXP.D,0.19699999999999998,0.0,0.030680000000000002,0.0,0.2
23_1KXP.D,0.27699999999999997,0.08,0.09281,0.0,0.3
24_1KXP.D,0.068,0.02,0.04324,0.0,0.0
25_1KXP.D,0.068,0.0,0.0119,0.0,0.0
26_1KXP.D,0.051,0.01,0.04381,0.0,0.0
27_1KXP.D,0.051,0.02,0.05363,0.0,0.0
28_1KXP.D,0.051,0.01,0.00585,0.0,0.0
29_1KXP.D,0.046,0.0,0.01152,0.0,0.0
30_1KXP.D,0.046,0.04,0.0592,0.0,0.0
31_1KXP.D,0.031,0.03,0.00982,0.0,0.0
32_1KXP.D,0.031,0.0,0.01463,0.0,0.0
33_1KXP.D,0.0,0.02,0.03304,0.0,0.0
34_1KXP.D,0.0,0.04,0.05438,0.0,0.0
35_1KXP.D,0.0,0.03,0.03597,0.0,0.0
36_1KXP.D,0.0,0.01,0.025960000000000004,0.0,0.0
37_1KXP.D,0.0,0.02,0.01794,0.0,0.0
38_1KXP.D,0.0,0.02,0.03474,0.0,0.0
39_1KXP.D,0.0,0.01,0.0389,0.0,0.0
40_1KXP.D,0.0,0.0,0.00066,0.0,0.0
41_1KXP.D,0.0,0.01,0.0017,0.0,0.0
42_1KXP.D,0.0,0.02,0.01086,0.0,0.0
43_1KXP.D,0.0,0.0,0.00217,0.0,0.0
44_1KXP.D,0.0,0.0,0.00028,0.0,0.0
45_1KXP.D,0.0,0.0,0.00085,0.0,0.0
46_1KXP.D,0.0,0.0,0.00018999999999999998,0.0,0.0
47_1KXP.D,0.0,0.04,0.00897,0.0,0.0
48_1KXP.D,0.0,0.01,0.02171,0.0,0.0
49_1KXP.D,0.0,0.0,0.00028,0.0,0.0
50_1KXP.D,0.0,0.0,0.0037799999999999995,0.0,0.0
51_1KXP.D,0.031,0.01,0.04777,0.0,0.0
52_1KXP.D,0.0,0.0,0.06996000000000001,0.0,0.0
53_1KXP.D,0.0,0.01,0.21516,0.0,0.0
54_1KXP.D,0.0,0.01,0.47838,0.0,0.0
55_1KXP.D,0.0,0.0,0.19855,0.0,0.0
56_1KXP.D,0.0,0.03,0.35375999999999996,0.0,0.0
57_1KXP.D,0.0,0.0,0.18042,0.0,0.0
58_1KXP.D,0.0,0.05,0.25397,0.0,0.0
59_1KXP.D,0.0,0.01,0.21411999999999998,0.0,0.0
60_1KXP.D,0.0,0.0,9e-05,0.0,0.0
61_1KXP.D,0.0,0.01,0.01123,0.0,0.0
62_1KXP.D,0.0,0.01,0.01709,0.0,0.0
63_1KXP.D,0.0,0.0,0.01378,0.0,0.0
64_1KXP.D,0.0,0.0,0.00037999999999999997,0.0,0.0
65_1KXP.D,0.0,0.01,0.012459999999999999,0.0,0.0
66_1KXP.D,0.0,0.01,0.00425,0.0,0.0
67_1KXP.D,0.0,0.0,0.006509999999999999,0.0,0.0
68_1KXP.D,0.0,0.0,0.00037999999999999997,0.0,0.0
69_1KXP.D,0.0,0.01,0.00255,0.0,0.0
70_1KXP.D,0.0,0.0,0.00198,0.0,0.0
71_1KXP.D,0.0,0.0,0.00151,0.0,0.0
72_1KXP.D,0.0,0.01,0.01142,0.0,0.0
73_1KXP.D,0.0,0.01,0.00481,0.0,0.0
74_1KXP.D,0.0,0.0,0.00245,0.0,0.0
75_1KXP.D,0.0,0.02,0.01293,0.0,0.0
76_1KXP.D,0.0,0.01,0.01152,0.0,0.0
77_1KXP.D,0.0,0.02,0.03172,0.0,0.0
78_1KXP.D,0.0,0.01,0.0135,0.0,0.0
79_1KXP.D,0.0,0.01,0.00859,0.0,0.0
80_1KXP.D,0.0,0.01,0.00859,0.0,0.0
81_1KXP.D,0.0,0.01,0.01114,0.0,0.0
82_1KXP.D,0.0,0.01,0.01142,0.0,0.0
83_1KXP.D,0.0,0.01,0.00236,0.0,0.0
84_1KXP.D,0.0,0.0,0.01633,0.0,0.0
85_1KXP.D,0.0,0.01,0.022940000000000002,0.0,0.0
86_1KXP.D,0.0,0.01,0.0118,0.0,0.0
87_1KXP.D,0.0,0.02,0.00614,0.0,0.0
88_1KXP.D,0.0,0.02,0.029460000000000004,0.0,0.0
89_1KXP.D,0.0,0.01,0.04333,0.0,0.0
90_1KXP.D,0.0,0.02,0.01105,0.0,0.0
91_1KXP.D,0.0,0.01,0.01983,0.0,0.0
92_1KXP.D,0.0,0.01,0.07062,0.0,0.0
93_1KXP.D,0.0,0.01,0.03927,0.0,0.0
94_1KXP.D,0.0,0.01,0.01105,0.0,0.0
95_1KXP.D,0.0,0.01,0.07836,0.0,0.0
96_1KXP.D,0.0,0.05,0.10744000000000001,0.0,0.0
97_1KXP.D,0.0,0.01,0.05797000000000001,0.0,0.0
98_1KXP.D,0.0,0.01,0.1842,0.0,0.0
99_1KXP.D,0.0,0.02,0.29012,0.0,0.0
100_1KXP.D,0.0,0.0,0.09205,0.0,0.0
101_1KXP.D,0.0,0.01,0.03833,0.0,0.0
102_1KXP.D,0.0,0.0,0.057120000000000004,0.0,0.0
103_1KXP.D,0.0,0.0,0.06495,0.0,0.0
104_1KXP.D,0.0,0.01,0.25123,0.0,0.0
105_1KXP.D,0.0,0.02,0.22355999999999998,0.0,0.0
106_1KXP.D,0.0,0.02,0.36112,0.0,0.0
126_1KXP.D,0.079,0.03,0.12453,0.0,0.1
127_1KXP.D,0.079,0.01,0.13642,0.0,0.1
128_1KXP.D,0.031,0.01,0.06939,0.0,0.0
129_1KXP.D,0.0,0.02,0.27766,0.0,0.0
130_1KXP.D,0.0,0.0,0.14974,0.0,0.0
131_1KXP.D,0.031,0.02,0.42551000000000005,0.0,0.0
132_1KXP.D,0.046,0.0,0.41843,0.0,0.0
133_1KXP.D,0.046,0.38,1.0,0.0,0.0
134_1KXP.D,0.031,0.07,0.65587,1.0,0.0
135_1KXP.D,0.031,0.29,0.94014,0.0,0.0
136_1KXP.D,0.031,0.0,0.53805,1.0,0.0
137_1KXP.D,0.0,0.91,0.91012,1.0,0.6
138_1KXP.D,0.0,0.19,0.62585,1.0,0.5
139_1KXP.D,0.0,0.86,0.38605,1.0,0.0
140_1KXP.D,0.0,0.88,0.54947,1.0,0.2
141_1KXP.D,0.0,0.85,0.29097,1.0,1.0
142_1KXP.D,0.0,0.63,0.20185,0.0,0.0
143_1KXP.D,0.0,0.36,0.41361000000000003,1.0,0.0
144_1KXP.D,0.0,0.0,0.01605,0.0,0.0
145_1KXP.D,0.0,0.3,0.02455,0.0,0.0
146_1KXP.D,0.0,0.05,0.0641,0.0,0.0
147_1KXP.D,0.0,0.02,0.033139999999999996,0.0,0.1
148_1KXP.D,0.0,0.02,0.0676,0.0,0.0
149_1KXP.D,0.0,0.07,0.059860000000000003,0.0,0.0
150_1KXP.D,0.0,0.04,0.06986,0.0,0.0
151_1KXP.D,0.0,0.01,0.03559,0.0,0.0
152_1KXP.D,0.0,0.03,0.052779999999999994,0.0,0.0
153_1KXP.D,0.0,0.03,0.04286,0.0,0.0
154_1KXP.D,0.0,0.02,0.08922000000000001,0.0,0.0
155_1KXP.D,0.0,0.0,0.03975,0.0,0.0
156_1KXP.D,0.0,0.01,0.01341,0.0,0.0
157_1KXP.D,0.0,0.01,0.0066099999999999996,0.0,0.0
158_1KXP.D,0.0,0.01,0.1756,0.0,0.0
159_1KXP.D,0.0,0.0,0.02521,0.0,0.0
160_1KXP.D,0.0,0.0,0.006509999999999999,0.0,0.0
161_1KXP.D,0.0,0.01,0.32005,0.0,0.0
162_1KXP.D,0.0,0.02,0.30457,0.0,0.0
163_1KXP.D,0.0,0.0,0.10659,0.0,1.0
164_1KXP.D,0.0,0.0,0.00037999999999999997,0.0,0.0
165_1KXP.D,0.0,0.0,0.11188,0.0,0.0
166_1KXP.D,0.0,0.0,0.14794000000000002,0.0,0.0
167_1KXP.D,0.031,0.01,0.42239,1.0,0.1
168_1KXP.D,0.0,0.0,0.0010400000000000001,0.0,0.0
169_1KXP.D,0.0,0.0,0.00245,0.0,0.0
170_1KXP.D,0.0,0.0,0.0,0.0,0.004193290734824281
171_1KXP.D,0.0,0.0,9e-05,0.0,0.0
172_1KXP.D,0.0,0.01,0.00312,0.0,0.0
173_1KXP.D,0.0,0.02,0.00633,0.0,0.0
174_1KXP.D,0.0,0.0,0.004529999999999999,0.0,0.0
175_1KXP.D,0.0,0.0,0.00018999999999999998,0.0,0.0
176_1KXP.D,0.0,0.02,0.00425,0.0,0.0
177_1KXP.D,0.0,0.02,0.02313,0.0,0.0
178_1KXP.D,0.0,0.0,0.10159,0.0,0.0
179_1KXP.D,0.0,0.0,0.00179,0.0,0.09090909090909093
180_1KXP.D,0.0,0.02,0.050230000000000004,0.0,0.0
181_1KXP.D,0.0,0.1,0.030869999999999998,0.0,0.0
182_1KXP.D,0.0,0.0,0.04702,0.0,0.0
183_1KXP.D,0.0,0.04,0.03361,0.0,0.0
184_1KXP.D,0.0,0.07,0.06316000000000001,0.0,0.0
185_1KXP.D,0.0,0.0,0.0237,0.0,0.0
186_1KXP.D,0.0,0.0,0.01256,0.0,0.0
187_1KXP.D,0.0,0.02,0.06486,0.0,0.0
188_1KXP.D,0.0,0.13,0.06326,0.0,0.0
189_1KXP.D,0.0,0.0,0.00472,0.0,0.0
190_1KXP.D,0.0,0.08,0.041069999999999995,0.0,0.0
191_1KXP.D,0.0,0.26,0.08185,0.0,0.0
192_1KXP.D,0.0,0.38,0.05476,0.0,0.0
193_1KXP.D,0.0,0.15,0.062310000000000004,0.0,0.0
194_1KXP.D,0.0,0.2,0.06297,0.0,0.0
195_1KXP.D,0.0,0.16,0.04239,0.0,0.0
196_1KXP.D,0.0,0.34,0.26794,1.0,0.1
197_1KXP.D,0.0,0.1,0.12708,0.0,0.0
198_1KXP.D,0.0,0.0,0.0202,0.0,0.0
199_1KXP.D,0.0,0.0,0.10970999999999999,0.0,0.0
200_1KXP.D,0.0,0.72,0.39265,0.0,0.0
201_1KXP.D,0.0,0.1,0.07931,0.0,0.0
202_1KXP.D,0.0,0.05,0.04069,0.0,0.0
203_1KXP.D,0.0,0.98,0.37528,1.0,0.0
204_1KXP.D,0.0,0.92,0.28786,0.0,1.0
205_1KXP.D,0.0,0.99,0.06486,1.0,0.0
206_1KXP.D,0.0,0.0,0.0507,0.0,0.0
207_1KXP.D,0.0,0.8,0.34186,1.0,0.5
208_1KXP.D,0.0,0.61,0.04097,0.0,0.0
209_1KXP.D,0.0,0.42,0.02474,0.0,0.0
210_1KXP.D,0.0,0.7,0.18448,1.0,0.0
211_1KXP.D,0.0,0.68,0.26511,1.0,0.0
212_1KXP.D,0.0,0.0,0.00784,0.0,0.0
213_1KXP.D,0.0,0.0,0.0036799999999999997,0.0,0.0
214_1KXP.D,0.0,0.44,0.31429,1.0,0.9
215_1KXP.D,0.0,0.0,0.11093,0.0,0.1
216_1KXP.D,0.0,0.0,0.0,0.0,0.004193290734824281
217_1KXP.D,0.0,0.0,0.0236,0.0,0.0
218_1KXP.D,0.0,0.2,0.25736,1.0,0.0
219_1KXP.D,0.0,0.0,0.00085,0.0,0.0
220_1KXP.D,0.0,0.0,0.00085,0.0,0.0
221_1KXP.D,0.0,0.0,0.00245,0.0,0.0
222_1KXP.D,0.0,0.0,0.02219,0.0,0.0
223_1KXP.D,0.0,0.03,0.01775,0.0,0.0
224_1KXP.D,0.0,0.01,0.015580000000000002,0.0,0.0
225_1KXP.D,0.0,0.01,0.01529,0.0,0.0
226_1KXP.D,0.0,0.01,0.0119,0.0,0.0
227_1KXP.D,0.0,0.01,0.014159999999999999,0.0,0.0
228_1KXP.D,0.0,0.01,0.03304,0.0,0.0
229_1KXP.D,0.0,0.03,0.03767,0.0,0.0
230_1KXP.D,0.0,0.01,0.00859,0.0,0.0
231_1KXP.D,0.0,0.0,0.0,0.0,0.004193290734824281
232_1KXP.D,0.0,0.01,0.01105,0.0,0.0
233_1KXP.D,0.0,0.0,0.0007599999999999999,0.0,0.0
234_1KXP.D,0.0,0.0,0.0,0.0,0.004193290734824281
235_1KXP.D,0.0,0.01,0.0,0.0,0.0
236_1KXP.D,0.0,0.0,0.0,0.0,0.004193290734824281
237_1KXP.D,0.0,0.0,0.0,0.0,0.004193290734824281
238_1KXP.D,0.0,0.0,0.0016,0.0,0.0
239_1KXP.D,0.0,0.0,0.0,0.0,0.004193290734824281
240_1KXP.D,0.0,0.0,0.0,0.0,0.004193290734824281
241_1KXP.D,0.0,0.0,0.0007599999999999999,0.0,0.0
242_1KXP.D,0.0,0.0,0.00425,0.0,0.0
243_1KXP.D,0.0,0.0,0.00151,0.0,0.0
244_1KXP.D,0.0,0.0,0.00765,0.0,0.0
245_1KXP.D,0.0,0.01,0.0236,0.0,0.0
246_1KXP.D,0.0,0.0,0.00869,0.0,0.0
247_1KXP.D,0.0,0.01,0.02323,0.0,0.0
248_1KXP.D,0.0,0.0,0.0036799999999999997,0.0,0.0
249_1KXP.D,0.0,0.01,0.01926,0.0,0.0
250_1KXP.D,0.0,0.01,0.00689,0.0,0.0
251_1KXP.D,0.0,0.0,0.0,0.0,0.004193290734824281
252_1KXP.D,0.0,0.0,0.0052899999999999996,0.0,0.0
253_1KXP.D,0.0,0.01,0.00869,0.0,0.0
254_1KXP.D,0.0,0.0,0.00028,0.0,0.0
255_1KXP.D,0.0,0.0,9e-05,0.0,0.0
256_1KXP.D,0.0,0.01,0.0202,0.0,0.0
257_1KXP.D,0.0,0.01,0.01312,0.0,0.0
258_1KXP.D,0.0,0.0,0.0,0.0,0.004193290734824281
259_1KXP.D,0.0,0.0,0.00085,0.0,0.0
260_1KXP.D,0.0,0.01,0.022940000000000002,0.0,0.0
261_1KXP.D,0.0,0.0,0.00198,0.0,0.0
262_1KXP.D,0.0,0.0,0.00293,0.0,0.0
263_1KXP.D,0.0,0.01,0.026619999999999998,0.0,0.0
264_1KXP.D,0.0,0.01,0.03899,0.0,0.0
265_1KXP.D,0.0,0.0,0.0007599999999999999,0.0,0.0
266_1KXP.D,0.0,0.0,0.0033,0.0,0.0
267_1KXP.D,0.0,0.01,0.027760000000000003,0.0,0.0
268_1KXP.D,0.0,0.02,0.0253,0.0,0.0
269_1KXP.D,0.0,0.01,0.0372,0.0,0.0
270_1KXP.D,0.0,0.01,0.032760000000000004,0.0,0.0
271_1KXP.D,0.0,0.01,0.039939999999999996,0.0,0.0
272_1KXP.D,0.0,0.01,0.03285,0.0,0.0
273_1KXP.D,0.0,0.0,0.0070799999999999995,0.0,0.0
274_1KXP.D,0.0,0.0,0.00018999999999999998,0.0,0.0
275_1KXP.D,0.0,0.01,0.01681,0.0,0.0
276_1KXP.D,0.0,0.01,0.028130000000000002,0.0,0.0
277_1KXP.D,0.0,0.0,0.013969999999999998,0.0,0.0
278_1KXP.D,0.0,0.0,0.0,0.0,0.004193290734824281
279_1KXP.D,0.0,0.02,0.0169,0.0,0.0
280_1KXP.D,0.0,0.01,0.025769999999999998,0.0,0.0
281_1KXP.D,0.0,0.0,0.0007599999999999999,0.0,0.0
282_1KXP.D,0.0,0.0,0.00434,0.0,0.0
283_1KXP.D,0.0,0.01,0.01794,0.0,0.0
284_1KXP.D,0.0,0.01,0.01086,0.0,0.0
285_1KXP.D,0.0,0.0,0.0,0.0,0.004193290734824281
