residue,predus,ispred,dockpred,rfscore,annotated
247_3F1P.A,0.217,0.49,0.34,0.2,1.0
256_3F1P.A,0.307,0.77,0.358,0.8,1.0
301_3F1P.A,0.0,0.16,1.0,0.5,1.0
306_3F1P.A,0.179,0.14,0.37,0.0,1.0
322_3F1P.A,0.274,0.4,0.956,0.9,1.0
324_3F1P.A,0.131,0.41,0.68,0.1,1.0
326_3F1P.A,0.377,0.86,0.675,0.6,1.0
329_3F1P.A,0.406,0.41,0.215,0.6,1.0
338_3F1P.A,0.285,0.96,0.757,0.9,1.0
340_3F1P.A,0.255,0.58,0.76,0.6,1.0
362_3F1P.B,0.0,0.04,0.365,0.0,1.0
364_3F1P.B,0.154,0.83,0.92,0.0,1.0
366_3F1P.B,0.173,0.96,0.555,0.9,1.0
375_3F1P.B,0.179,0.68,0.759,0.8,1.0
377_3F1P.B,0.0,0.0,0.248,0.0,1.0
379_3F1P.B,0.0,0.34,0.35,0.9,1.0
420_3F1P.B,0.0,0.45,0.315,0.8,1.0
422_3F1P.B,0.0,0.1,0.856,0.0,1.0
440_3F1P.B,0.0,0.15,0.678,0.1,1.0
442_3F1P.B,0.0,0.26,0.248,0.1,1.0
444_3F1P.B,0.179,0.43,0.841,0.4,1.0
445_3F1P.B,0.268,0.0,0.153,0.2,1.0
446_3F1P.B,0.627,0.9,1.0,0.3,1.0
450_3F1P.B,0.227,0.96,0.656,0.3,1.0
451_3F1P.B,0.433,0.82,0.179,0.0,1.0
456_3F1P.B,1.0,0.88,0.658,0.6,1.0
458_3F1P.B,0.245,0.91,0.991,0.9,1.0
460_3F1P.B,0.166,0.33,0.424,0.1,1.0
26_3G6D.L,0.0,0.99,0.233,0.7,1.0
28_3G6D.L,0.0,0.85,0.223,0.0,1.0
29_3G6D.L,0.0,0.68,0.448,0.1,1.0
30_3G6D.L,0.085,0.79,0.359,0.2,1.0
31_3G6D.L,0.141,0.95,0.737,0.1,1.0
49_3G6D.L,0.112,0.79,0.474,0.5,1.0
50_3G6D.L,0.0,0.88,0.179,0.9,1.0
91_3G6D.L,0.141,0.0,0.15,0.0,1.0
92_3G6D.L,0.084,0.95,0.541,0.6,1.0
528_3G6D.L,0.016,0.93,0.233,0.5,1.0
531_3G6D.L,0.649,0.83,0.36,0.5,1.0
532_3G6D.L,0.925,0.76,0.313,0.3,1.0
603_3G6D.L,0.197,0.77,0.816,0.6,1.0
605_3G6D.L,1.0,0.83,1.0,0.4,1.0
606_3G6D.L,0.494,0.71,0.614,0.3,1.0
23_7CEI.A,0.112,0.02,0.143,0.0,1.0
26_7CEI.A,0.0,0.04,0.587,0.0,1.0
28_7CEI.A,0.0,0.12,0.206,0.1,1.0
30_7CEI.A,0.0,0.21,0.193,0.0,1.0
31_7CEI.A,0.0,0.48,0.598,0.1,1.0
34_7CEI.A,0.0,0.0,0.265,0.0,1.0
35_7CEI.A,0.0,0.12,0.356,0.0,1.0
49_7CEI.A,0.397,0.33,0.277,0.7,1.0
51_7CEI.A,0.76,0.09,0.403,0.1,1.0
52_7CEI.A,1.0,0.96,0.549,0.0,1.0
55_7CEI.A,0.494,0.91,0.875,0.2,1.0
56_7CEI.A,0.494,0.71,1.0,0.3,1.0
63_7CEI.A,0.0,0.13,0.349,0.0,1.0
501_1TMQ.B,0.193,0.93,0.703,0.1,1.0
502_1TMQ.B,0.523,0.97,0.796,0.9,1.0
504_1TMQ.B,0.322,0.98,0.401,0.2,1.0
552_1TMQ.B,0.061,0.72,0.578,0.3,1.0
553_1TMQ.B,0.091,0.83,0.485,0.8,1.0
554_1TMQ.B,1.0,0.98,0.951,0.7,1.0
561_1TMQ.B,0.13,0.84,0.153,0.2,1.0
567_1TMQ.B,0.0,0.95,0.128,0.0,1.0
568_1TMQ.B,0.0,0.99,0.167,0.8,1.0
569_1TMQ.B,0.0,0.93,0.163,1.0,1.0
570_1TMQ.B,0.0,0.89,0.233,0.6,1.0
608_1TMQ.B,0.787,0.99,0.755,0.8,1.0
609_1TMQ.B,0.341,0.99,0.955,0.6,1.0
616_1TMQ.B,0.322,0.92,0.53,0.6,1.0
617_1TMQ.B,0.069,0.66,0.333,0.3,1.0
28_1TRK.A,0.0,0.9,0.003,1.0,1.0
94_1TRK.A,0.0,0.96,0.001,0.2,1.0
95_1TRK.A,0.0,0.97,0.013,0.9,1.0
96_1TRK.A,0.001,0.89,0.019,0.8,1.0
102_1TRK.A,0.0,0.94,0.0,0.9,1.0
103_1TRK.A,0.0,0.91,0.0,0.9,1.0
114_1TRK.A,0.0,0.0,0.0,0.003,1.0
118_1TRK.A,0.0,0.82,0.0,0.2,1.0
120_1TRK.A,0.0,0.0,0.0,0.003,1.0
161_1TRK.A,0.0,0.98,0.0,0.9,1.0
162_1TRK.A,0.0,0.89,0.0,0.2,1.0
163_1TRK.A,0.0,0.97,0.0,0.4,1.0
167_1TRK.A,0.0,0.97,0.0,0.4,1.0
170_1TRK.A,0.0,0.98,0.0,0.0,1.0
174_1TRK.A,0.001,0.99,0.003,0.8,1.0
190_1TRK.A,0.001,0.91,0.0,0.4,1.0
191_1TRK.A,0.001,0.95,0.001,0.5,1.0
192_1TRK.A,0.001,0.97,0.003,1.0,1.0
196_1TRK.A,0.0,0.77,0.02,0.0,1.0
197_1TRK.A,0.001,0.97,0.009,0.7,1.0
198_1TRK.A,0.001,0.99,0.0,1.0,1.0
200_1TRK.A,0.0,0.96,0.015,0.0,1.0
201_1TRK.A,0.0,0.95,0.003,0.1,1.0
202_1TRK.A,0.001,0.4,0.059,0.0,1.0
205_1TRK.A,0.0,0.28,0.046,0.0,1.0
208_1TRK.A,0.0,0.68,0.16,0.0,1.0
209_1TRK.A,0.0,0.98,0.001,1.0,1.0
210_1TRK.A,0.0,0.98,0.0,0.0,1.0
382_1TRK.A,0.0,0.86,0.002,0.0,1.0
384_1TRK.A,0.0,0.0,0.006,0.0,1.0
385_1TRK.A,0.0,0.26,0.011,0.0,1.0
398_1TRK.A,0.0,0.0,0.005,0.0,1.0
404_1TRK.A,0.0,0.31,0.148,0.0,1.0
413_1TRK.A,0.001,0.89,0.019,1.0,1.0
415_1TRK.A,0.0,0.91,0.0,0.0,1.0
416_1TRK.A,0.0,0.98,0.0,0.9,1.0
417_1TRK.A,0.0,0.98,0.0,0.0,1.0
418_1TRK.A,0.001,0.0,0.0,0.002,1.0
444_1TRK.A,0.0,0.0,0.0,0.003,1.0
445_1TRK.A,0.281,0.83,0.0,0.5,1.0
448_1TRK.A,0.0,0.95,0.0,0.0,1.0
454_1TRK.A,0.0,0.99,0.0,1.0,1.0
458_1TRK.A,0.001,0.93,0.003,0.6,1.0
476_1TRK.A,0.0,0.8,0.002,0.0,1.0
477_1TRK.A,0.598,0.72,0.0,0.8,1.0
479_1TRK.A,0.598,0.9,0.002,0.7,1.0
480_1TRK.A,0.598,0.95,0.0,0.8,1.0
481_1TRK.A,0.598,0.77,0.0,0.7,1.0
482_1TRK.A,0.0,0.0,0.0,0.003,1.0
485_1TRK.A,0.0,0.98,0.0,0.9,1.0
488_1TRK.A,0.0,0.0,0.0,0.003,1.0
489_1TRK.A,0.0,0.97,0.0,0.4,1.0
492_1TRK.A,0.001,0.97,0.0,1.0,1.0
621_1TRK.A,0.001,0.11,0.0,0.1,1.0
629_1TRK.A,0.0,0.13,0.057,0.1,1.0
630_1TRK.A,0.0,0.11,0.024,0.0,1.0
636_1TRK.A,0.598,0.98,0.006,0.5,1.0
639_1TRK.A,0.598,0.99,0.055,1.0,1.0
640_1TRK.A,0.281,0.45,0.045,0.1,1.0
662_1TRK.A,0.24,0.35,0.276,0.1,1.0
663_1TRK.A,0.24,0.0,0.032,0.0,1.0
670_1TRK.A,0.614,0.82,0.081,0.0,1.0
671_1TRK.A,0.182,0.8,0.035,0.0,1.0
677_1TRK.A,0.0,0.03,0.002,0.0,1.0
678_1TRK.A,0.001,0.23,0.019,0.0,1.0
679_1TRK.A,0.0,0.95,0.01,0.1,1.0
680_1TRK.A,0.0,0.68,0.032,0.0,1.0
82_1TX4.A,0.0,0.0,0.017,0.0,1.0
85_1TX4.A,0.001,0.89,0.236,0.7,1.0
87_1TX4.A,0.001,0.92,0.227,0.1,1.0
88_1TX4.A,0.001,0.97,0.141,0.5,1.0
89_1TX4.A,0.001,0.93,0.21,0.8,1.0
90_1TX4.A,0.001,0.95,0.252,0.2,1.0
91_1TX4.A,0.001,0.95,0.293,0.2,1.0
112_1TX4.A,0.001,0.05,0.309,0.5,1.0
122_1TX4.A,0.001,0.0,0.09,0.0,1.0
126_1TX4.A,0.001,0.91,0.302,0.4,1.0
189_1TX4.A,0.001,0.91,0.05,0.6,1.0
194_1TX4.A,0.001,0.96,0.096,0.4,1.0
197_1TX4.A,0.0,0.95,0.213,0.0,1.0
198_1TX4.A,0.001,0.88,0.14,0.4,1.0
202_1TX4.A,0.0,0.0,0.103,0.0,1.0
209_1TX4.A,0.001,0.93,0.277,0.9,1.0
220_1TX4.A,0.0,0.92,0.128,0.1,1.0
154_1UEA.A,0.918,0.95,0.719,0.7,1.0
155_1UEA.A,0.952,0.94,0.898,0.65,1.0
162_1UEA.A,0.421,0.48,0.239,0.0,1.0
163_1UEA.A,0.644,0.46,0.259,0.1,1.0
164_1UEA.A,0.087,0.11,0.022,0.0,1.0
165_1UEA.A,0.0,0.0,0.079,0.0,1.0
167_1UEA.A,0.0,0.16,0.239,0.6,1.0
190_1UEA.A,0.0,0.02,0.002,0.0,1.0
191_1UEA.A,0.0,0.03,0.002,0.0,1.0
192_1UEA.A,0.0,0.74,0.002,0.0,1.0
193_1UEA.A,0.0,0.0,0.003,0.0,1.0
198_1UEA.A,0.0,0.0,0.001,0.0,1.0
201_1UEA.A,0.0,0.0,0.032,0.0,1.0
202_1UEA.A,0.034,0.0,0.038,0.0,1.0
205_1UEA.A,0.0,0.65,0.258,0.0,1.0
211_1UEA.A,0.952,0.94,0.56,0.5,1.0
220_1UEA.A,0.189,0.73,0.151,0.2,1.0
221_1UEA.A,0.074,0.24,0.222,0.0,1.0
222_1UEA.A,1.0,0.98,0.188,0.9,1.0
223_1UEA.A,0.67,0.95,0.02,0.8,1.0
224_1UEA.A,0.524,0.4,0.026,0.1,1.0
225_1UEA.A,0.0,0.46,0.005,0.2,1.0
33_1US7.A,0.021,0.0,0.173,0.0,1.0
36_1US7.A,0.19,0.93,0.422,0.1,1.0
106_1US7.A,0.0,0.98,0.121,1.0,1.0
109_1US7.A,0.0,0.92,0.07,0.7,1.0
116_1US7.A,0.28,0.29,0.433,0.0,1.0
118_1US7.A,0.268,0.99,0.431,0.0,1.0
119_1US7.A,0.268,0.98,0.866,0.9,1.0
161_1US7.B,0.0,0.58,0.09,0.0,1.0
164_1US7.B,0.001,0.19,0.099,0.5,1.0
166_1US7.B,0.001,0.7,0.271,0.8,1.0
167_1US7.B,0.001,0.74,0.289,0.7,1.0
170_1US7.B,0.001,0.65,0.076,0.1,1.0
202_1US7.B,0.0,0.03,0.077,0.1,1.0
205_1US7.B,0.0,0.02,0.086,0.0,1.0
208_1US7.B,0.0,0.04,0.124,0.0,1.0
30_1VFB.A,0.317,0.99,0.732,0.7,1.0
32_1VFB.A,1.0,0.99,1.0,0.5,1.0
50_1VFB.A,0.731,1.0,0.792,0.0,1.0
53_1VFB.A,0.092,0.99,0.268,0.1,1.0
91_1VFB.A,0.0,0.0,0.255,0.0,1.0
92_1VFB.A,0.475,0.96,0.931,0.7,1.0
93_1VFB.A,0.154,0.99,0.599,0.4,1.0
531_1VFB.A,0.018,0.99,0.26,0.8,1.0
532_1VFB.A,0.103,0.99,0.274,0.2,1.0
552_1VFB.A,0.088,0.99,0.488,0.0,1.0
553_1VFB.A,0.007,0.89,0.097,0.0,1.0
599_1VFB.A,0.136,0.99,0.349,0.3,1.0
600_1VFB.A,0.291,0.73,0.791,0.9,1.0
601_1VFB.A,0.731,0.99,0.937,0.3,1.0
602_1VFB.A,0.475,0.0,0.264,0.2,1.0
44_1VLT.A,0.916,0.45,0.24,0.0,1.0
47_1VLT.A,0.42,0.4,0.154,0.2,1.0
58_1VLT.A,0.0,0.34,0.081,0.0,1.0
62_1VLT.A,0.0,0.42,0.063,0.0,1.0
64_1VLT.A,0.0,0.9,0.363,0.0,1.0
65_1VLT.A,0.0,0.94,0.201,0.0,1.0
68_1VLT.A,0.435,0.99,0.453,0.8,1.0
69_1VLT.A,0.435,0.92,0.198,0.2,1.0
73_1VLT.A,0.76,0.84,0.172,0.6,1.0
75_1VLT.A,1.0,0.75,0.605,0.7,1.0
76_1VLT.A,1.0,0.87,0.364,0.2,1.0
150_1VLT.A,0.719,0.97,0.687,0.4,1.0
155_1VLT.A,0.42,0.95,0.403,0.6,1.0
158_1VLT.A,0.42,0.0,0.125,0.8,1.0
27_1VOK.A,0.0,0.93,0.373,0.0,1.0
57_1VOK.A,0.498,0.98,1.0,0.6,1.0
80_1VOK.A,0.0,0.95,0.376,0.1,1.0
116_1VOK.A,0.0,0.94,0.331,1.0,1.0
117_1VOK.A,0.0,0.92,0.489,0.0,1.0
129_1VOK.A,0.444,0.47,0.181,0.0,1.0
135_1VOK.A,1.0,0.99,0.34,0.5,1.0
136_1VOK.A,0.464,0.92,0.293,0.5,1.0
141_1VOK.A,0.21,0.0,0.118,0.0,1.0
142_1VOK.A,0.035,0.97,0.342,0.1,1.0
144_1VOK.A,0.212,0.97,0.332,0.4,1.0
148_1VOK.A,0.657,0.98,0.991,1.0,1.0
154_1VOK.A,0.213,0.98,0.535,0.4,1.0
155_1VOK.A,0.0,0.0,0.101,0.0,1.0
159_1VOK.A,0.0,0.89,0.162,0.3,1.0
160_1VOK.A,0.0,0.0,0.06,0.0,1.0
161_1VOK.A,0.0,0.96,0.472,0.0,1.0
163_1VOK.A,0.301,0.95,0.657,0.4,1.0
173_1VOK.A,0.0,0.97,0.512,0.0,1.0
33_1WEJ.H,0.193,0.83,0.741,0.6,1.0
50_1WEJ.H,0.178,0.0,0.413,0.2,1.0
57_1WEJ.H,0.0,0.89,0.403,0.0,1.0
100_1WEJ.H,0.211,0.34,0.495,0.1,1.0
101_1WEJ.H,1.0,0.87,1.0,0.8,1.0
530_1WEJ.H,0.245,0.99,0.668,0.8,1.0
531_1WEJ.H,0.186,0.12,0.31,0.4,1.0
532_1WEJ.H,0.433,0.97,0.975,1.0,1.0
550_1WEJ.H,0.397,0.32,0.475,0.1,1.0
591_1WEJ.H,0.0,0.0,0.423,0.0,1.0
592_1WEJ.H,0.397,0.88,0.956,0.7,1.0
51_1WGJ.A,0.103,0.0,0.253,0.0,1.0
52_1WGJ.A,0.179,0.99,0.491,0.5,1.0
82_1WGJ.A,0.0,0.0,0.085,0.0,1.0
85_1WGJ.A,0.677,0.96,0.725,0.2,1.0
87_1WGJ.A,0.341,0.86,0.429,0.9,1.0
126_1WGJ.A,0.088,0.98,0.228,0.0,1.0
128_1WGJ.A,0.037,0.98,0.15,0.5,1.0
179_1WGJ.A,0.0,0.77,0.325,0.6,1.0
277_1WGJ.A,0.179,0.96,0.268,0.2,1.0
279_1WGJ.A,1.0,0.98,0.959,0.875,1.0
281_1WGJ.A,0.341,0.96,0.913,0.6,1.0
12_1WQ1.R,0.019,0.02,0.238,0.0,1.0
21_1WQ1.R,0.0,0.0,0.071,0.0,1.0
25_1WQ1.R,0.0,0.98,0.243,1.0,1.0
32_1WQ1.R,0.584,0.29,1.0,0.2,1.0
33_1WQ1.R,0.534,0.99,0.687,0.9,1.0
34_1WQ1.R,0.805,0.98,0.858,0.4,1.0
37_1WQ1.R,0.361,0.94,0.367,0.9,1.0
38_1WQ1.R,0.178,0.76,0.35,0.9,1.0
39_1WQ1.R,0.0,0.48,0.212,0.0,1.0
40_1WQ1.R,0.0,0.96,0.208,0.0,1.0
61_1WQ1.R,0.404,0.12,0.573,0.3,1.0
63_1WQ1.R,0.427,0.95,0.763,0.8,1.0
64_1WQ1.R,0.686,0.96,0.91,0.4,1.0
88_1WQ1.R,0.0,0.02,0.21,0.0,1.0
3_1XIK.A,0.341,0.97,0.172,0.3,1.0
4_1XIK.A,0.207,0.98,0.464,0.1,1.0
7_1XIK.A,0.0,0.5,0.204,0.5,1.0
9_1XIK.A,0.0,0.89,0.059,0.0,1.0
23_1XIK.A,0.0,0.0,0.091,0.0,1.0
24_1XIK.A,0.305,0.0,0.271,0.0,1.0
26_1XIK.A,0.207,0.98,0.572,0.3,1.0
27_1XIK.A,0.305,0.94,0.251,0.3,1.0
28_1XIK.A,0.305,0.97,0.725,0.5,1.0
37_1XIK.A,0.272,0.0,0.226,0.5,1.0
40_1XIK.A,0.124,0.0,0.241,0.1,1.0
44_1XIK.A,0.272,0.99,0.898,0.6,1.0
49_1XIK.A,0.292,0.97,0.758,0.7,1.0
82_1XIK.A,0.0,0.85,0.018,0.0,1.0
85_1XIK.A,0.0,0.97,0.069,0.0,1.0
88_1XIK.A,0.0,0.0,0.108,0.0,1.0
89_1XIK.A,0.0,0.99,0.19,1.0,1.0
90_1XIK.A,0.0,0.0,0.017,0.0,1.0
92_1XIK.A,0.0,0.87,0.269,0.9,1.0
105_1XIK.A,0.0,0.93,0.266,1.0,1.0
109_1XIK.A,0.0,0.59,0.677,0.0,1.0
113_1XIK.A,0.0,0.98,0.993,0.467,1.0
120_1XIK.A,0.0,0.94,0.481,0.0,1.0
123_1XIK.A,0.0,0.85,0.074,0.0,1.0
133_1XIK.A,0.0,0.93,0.027,0.0,1.0
134_1XIK.A,0.0,0.87,0.049,0.0,1.0
138_1XIK.A,0.0,0.91,0.056,0.8,1.0
141_1XIK.A,0.0,0.95,0.053,0.0,1.0
142_1XIK.A,0.0,0.91,0.017,1.0,1.0
154_1XIK.A,0.0,0.37,0.026,0.2,1.0
158_1XIK.A,0.0,0.85,0.057,0.8,1.0
165_1XIK.A,0.963,0.98,0.103,0.9,1.0
169_1XIK.A,0.798,0.98,0.124,0.3,1.0
175_1XIK.A,0.432,0.52,0.023,0.0,1.0
176_1XIK.A,0.272,0.96,0.025,0.1,1.0
177_1XIK.A,0.272,0.97,0.051,0.0,1.0
178_1XIK.A,0.272,0.89,0.059,0.3,1.0
129_1XQS.A,0.0,0.02,0.56,0.9,1.0
131_1XQS.A,0.0,0.0,0.049,0.0,1.0
132_1XQS.A,0.282,0.02,0.89,0.1,1.0
134_1XQS.A,0.613,0.08,0.622,0.4,1.0
171_1XQS.A,0.0,0.0,0.271,0.0,1.0
172_1XQS.A,0.0,0.0,0.058,0.0,1.0
174_1XQS.A,0.0,0.02,0.809,0.0,1.0
175_1XQS.A,0.0,0.05,0.771,0.0,1.0
176_1XQS.A,0.282,0.04,0.309,0.0,1.0
207_1XQS.A,0.0,0.04,0.461,0.1,1.0
210_1XQS.A,0.0,0.03,0.507,0.9,1.0
213_1XQS.A,0.0,0.0,0.139,0.0,1.0
217_1XQS.A,0.0,0.0,0.618,0.0,1.0
218_1XQS.A,0.0,0.02,0.57,0.0,1.0
245_1XQS.A,0.0,0.06,0.782,0.3,1.0
249_1XQS.A,0.0,0.06,0.571,0.0,1.0
252_1XQS.A,0.0,0.12,0.908,0.3,1.0
256_1XQS.A,0.0,0.04,0.411,0.0,1.0
290_1XQS.A,0.279,0.05,0.756,0.2,1.0
332_1XQS.A,1.0,0.77,0.692,0.3,1.0
333_1XQS.A,1.0,0.24,0.767,0.9,1.0
335_1XQS.A,1.0,0.1,0.449,0.0,1.0
336_1XQS.A,0.81,0.07,0.87,0.2,1.0
48_1XSO.A,0.67,0.99,1.0,0.6,1.0
49_1XSO.A,0.509,0.92,0.627,0.5,1.0
112_1XSO.A,0.503,0.19,0.721,0.3,1.0
148_1XSO.A,0.497,0.98,0.445,0.3,1.0
149_1XSO.A,0.141,0.55,0.87,0.2,1.0
150_1XSO.A,0.092,0.81,0.316,0.4,1.0
151_1XSO.A,0.509,0.32,0.304,0.3,1.0
178_1YCS.A,0.815,0.68,0.195,0.1,1.0
179_1YCS.A,0.815,0.35,0.085,0.1,1.0
181_1YCS.A,0.815,0.19,0.295,0.1,1.0
182_1YCS.A,0.757,0.35,0.077,0.1,1.0
183_1YCS.A,0.458,0.4,0.071,0.0,1.0
241_1YCS.A,0.0,0.67,0.124,0.0,1.0
243_1YCS.A,0.458,0.91,0.284,0.2,1.0
247_1YCS.A,0.0,0.25,0.206,0.5,1.0
248_1YCS.A,0.0,0.16,0.145,0.0,1.0
249_1YCS.A,0.0,0.0,0.163,0.0,1.0
280_1YCS.A,0.0,0.56,0.068,0.0,1.0
10_1YPI.A,0.0,0.0,0.012,0.0,1.0
12_1YPI.A,0.0,0.5,0.227,1.0,1.0
13_1YPI.A,0.0,0.97,0.645,0.0,1.0
14_1YPI.A,0.0,0.92,0.302,0.0,1.0
15_1YPI.A,0.0,0.66,0.164,0.0,1.0
16_1YPI.A,0.0,0.99,0.115,0.0,1.0
17_1YPI.A,0.0,0.97,0.062,0.0,1.0
43_1YPI.A,0.0,0.0,0.1,0.0,1.0
45_1YPI.A,0.241,0.7,0.197,0.1,1.0
46_1YPI.A,0.183,0.96,0.164,0.5,1.0
48_1YPI.A,0.0,0.84,0.019,0.0,1.0
64_1YPI.A,0.241,0.68,0.075,0.0,1.0
71_1YPI.A,0.109,0.99,0.056,0.2,1.0
72_1YPI.A,0.181,0.96,0.101,0.5,1.0
73_1YPI.A,0.545,0.96,0.35,0.7,1.0
75_1YPI.A,0.852,0.95,0.563,0.8,1.0
76_1YPI.A,0.525,0.96,0.429,0.3,1.0
77_1YPI.A,0.595,0.98,0.513,0.7,1.0
82_1YPI.A,0.0,0.96,0.018,0.0,1.0
85_1YPI.A,0.0,0.97,0.016,0.0,1.0
97_1YPI.A,0.852,0.96,0.356,1.0,1.0
98_1YPI.A,1.0,0.88,0.439,0.0,1.0
102_1YPI.A,0.852,0.99,1.0,1.0,1.0
332_1YVE.I,0.0,0.94,0.0,1.0,1.0
336_1YVE.I,0.0,0.98,0.0,0.0,1.0
340_1YVE.I,0.0,0.37,0.074,0.0,1.0
393_1YVE.I,0.531,0.51,0.016,0.2,1.0
397_1YVE.I,0.698,0.29,0.0,0.9,1.0
400_1YVE.I,0.531,0.37,0.002,0.7,1.0
401_1YVE.I,0.466,0.87,0.0,0.7,1.0
404_1YVE.I,0.317,0.39,0.0,0.5,1.0
405_1YVE.I,0.215,0.69,0.0,0.8,1.0
410_1YVE.I,0.0,0.52,0.0,0.0,1.0
413_1YVE.I,0.0,0.6,0.014,0.0,1.0
414_1YVE.I,0.0,0.87,0.0,0.0,1.0
421_1YVE.I,0.215,0.92,0.0,0.4,1.0
425_1YVE.I,0.282,0.95,0.071,0.4,1.0
426_1YVE.I,0.0,0.97,0.06,1.0,1.0
427_1YVE.I,0.317,0.98,0.071,0.3,1.0
431_1YVE.I,0.317,0.98,0.001,1.0,1.0
436_1YVE.I,0.0,0.0,0.0,0.003,1.0
481_1YVE.I,0.0,0.82,0.054,0.8,1.0
482_1YVE.I,0.0,0.24,0.006,0.0,1.0
527_1YVE.I,0.0,0.89,0.0,0.2,1.0
530_1YVE.I,0.215,0.87,0.0,0.5,1.0
531_1YVE.I,0.282,0.65,0.0,0.6,1.0
533_1YVE.I,0.282,0.0,0.0,1.0,1.0
534_1YVE.I,0.215,0.96,0.0,0.3,1.0
16_1ZBD.A,0.199,0.08,0.513,0.3,1.0
19_1ZBD.A,0.433,0.07,0.58,0.8,1.0
20_1ZBD.A,0.433,0.01,0.361,0.0,1.0
24_1ZBD.A,0.197,0.01,0.738,0.0,1.0
58_1ZBD.A,0.0,0.91,0.585,0.0,1.0
59_1ZBD.A,0.262,0.95,0.922,0.1,1.0
61_1ZBD.A,0.282,0.12,0.332,0.3,1.0
74_1ZBD.A,0.0,0.18,0.763,0.7,1.0
83_1ZBD.A,0.0,0.36,0.343,0.7,1.0
84_1ZBD.A,0.272,0.29,0.363,0.1,1.0
87_1ZBD.A,0.466,0.52,0.561,0.7,1.0
91_1ZBD.A,1.0,0.33,1.0,0.0,1.0
93_1ZBD.A,0.649,0.3,0.93,0.7,1.0
94_1ZBD.A,0.435,0.11,0.63,0.6,1.0
95_1ZBD.A,0.093,0.02,0.257,0.1,1.0
127_1ZBD.A,0.056,0.02,0.292,0.0,1.0
128_1ZBD.A,0.048,0.01,0.076,0.0,1.0
191_1ZBD.A,0.0,0.05,0.28,0.2,1.0
192_1ZBD.A,0.0,0.02,0.07,0.0,1.0
22_1ZHH.A,0.242,0.08,0.163,0.0,1.0
23_1ZHH.A,0.527,0.05,0.186,0.4,1.0
25_1ZHH.A,0.527,0.21,0.278,0.2,1.0
26_1ZHH.A,1.0,0.47,0.231,0.0,1.0
27_1ZHH.A,0.527,0.57,0.156,0.5,1.0
165_1ZHH.A,0.668,0.05,0.065,0.1,1.0
213_1ZHH.A,0.598,0.3,0.298,0.1,1.0
221_1ZHH.A,0.0,0.58,0.124,0.0,1.0
231_1ZHH.A,0.0,0.1,0.254,0.0,1.0
234_1ZHH.A,0.0,0.03,0.26,0.0,1.0
235_1ZHH.A,0.188,0.08,0.214,0.2,1.0
236_1ZHH.A,0.248,0.5,0.385,0.5,1.0
254_1ZHH.A,0.0,0.25,0.268,0.4,1.0
61_1ZHI.A,0.377,0.94,0.61,0.7,1.0
63_1ZHI.A,0.0,0.91,0.309,0.0,1.0
64_1ZHI.A,0.631,0.53,0.392,0.2,1.0
65_1ZHI.A,0.256,0.64,0.4,0.6,1.0
93_1ZHI.A,0.0,0.06,0.392,1.0,1.0
117_1ZHI.A,0.199,0.18,0.304,0.0,1.0
120_1ZHI.A,0.427,0.04,0.297,0.4,1.0
121_1ZHI.A,0.12,0.08,0.264,0.0,1.0
124_1ZHI.A,0.0,0.07,0.288,0.0,1.0
487_1ZHI.B,0.0,0.73,0.741,0.4,1.0
488_1ZHI.B,0.0,0.61,0.359,0.3,1.0
489_1ZHI.B,0.282,0.93,1.0,0.9,1.0
492_1ZHI.B,0.0,0.97,0.806,0.0,1.0
493_1ZHI.B,0.0,0.77,0.332,0.6,1.0
506_1ZHI.B,0.0,0.95,0.105,0.0,1.0
516_1ZHI.B,0.0,0.03,0.083,0.0,1.0
528_1ZHI.B,0.282,0.31,0.197,0.2,1.0
39_1ACB.E,0.0,0.98,1.0,0.5,1.0
41_1ACB.E,0.112,0.99,0.859,1.0,1.0
57_1ACB.E,0.0,0.97,0.67,0.9,1.0
58_1ACB.E,0.0,0.0,0.584,0.0,1.0
146_1ACB.E,0.455,0.98,0.877,0.7,1.0
191_1ACB.E,0.494,0.0,0.147,0.1,1.0
192_1ACB.E,1.0,0.19,0.901,0.8,1.0
193_1ACB.E,0.141,0.64,0.466,0.4,1.0
195_1ACB.E,0.126,0.46,0.32,0.2,1.0
214_1ACB.E,0.0,0.0,0.181,0.0,1.0
215_1ACB.E,0.141,0.64,0.323,0.3,1.0
216_1ACB.E,0.186,0.88,0.31,0.4,1.0
218_1ACB.E,0.186,0.64,0.776,0.5,1.0
41_1ACB.I,0.0,0.35,0.713,0.3,1.0
42_1ACB.I,0.166,0.96,0.699,0.9,1.0
43_1ACB.I,0.227,0.25,0.685,0.4,1.0
44_1ACB.I,0.185,0.96,0.552,0.7,1.0
45_1ACB.I,0.281,0.67,0.577,0.1,1.0
46_1ACB.I,0.245,0.98,0.504,0.5,1.0
47_1ACB.I,0.649,0.97,0.779,0.5,1.0
48_1ACB.I,1.0,0.17,0.591,0.3,1.0
49_1ACB.I,0.433,0.24,1.0,0.3,1.0
55_1ACB.I,0.047,0.26,0.459,0.4,1.0
68_1ACB.I,0.176,0.01,0.624,0.0,1.0
30_1AHW.A,0.237,0.49,0.497,0.1,1.0
32_1AHW.A,0.569,0.84,0.78,0.9,1.0
50_1AHW.A,0.62,0.99,0.855,0.5,1.0
91_1AHW.A,0.0,0.0,0.232,0.0,1.0
